id,name,host_id,host_acceptance_rate,host_total_listings_count,neighbourhood,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
7.54224E+17,"Last Minute Deals, Experience Boston, FREE Parking",43613912,98%,32,Dorchester,42.31707,-71.05176,Entire rental unit,Entire home/apt,4,1,2,2,$222.00 ,3,120,4.6,4.68,4.6,4.28,4.76,4.56,4.4
7.54299E+17,Outstanding apartment in Seaport,163848078,74%,135,South Boston Waterfront,42.34921,-71.04141,Entire rental unit,Entire home/apt,6,2,2,3,$599.00 ,29,365,5,5,5,5,5,5,5
7.54334E+17,Outstanding luxury 2Br 2Ba apartment,163848078,74%,135,Jamaica Plain,42.32862,-71.11265,Entire rental unit,Entire home/apt,5,2,2,0,$534.00 ,29,365,4.75,5,4.88,4.75,4.75,4.88,4.5
7.54921E+17,"Blueground | Downtown/Financial Dist, w/d & gym",107434423,97%,4975,Chinatown,42.3522851,-71.0591088,Entire rental unit,Entire home/apt,2,1,1,1,$189.00 ,32,1125,,,,,,,
7.55533E+17,Boston Townhouse - 3bd / 2.5ba - Central Location,19573245,100%,1,South Boston,42.33769998,-71.04779206,Entire condo,Entire home/apt,5,2.5,3,3,$383.00 ,3,89,4.91,4.91,4.94,5,5,4.76,4.85
7.5555E+17,"Blueground | Back Bay, w/d, nr copley t",107434423,97%,4975,Back Bay,42.3496611,-71.0814631,Entire rental unit,Entire home/apt,2,1,0,1,$159.00 ,32,1125,,,,,,,
7.5555E+17,"Blueground | Back Bay, w/d, nr newbury st",107434423,97%,4975,Back Bay,42.3496453,-71.0813703,Entire rental unit,Entire home/apt,2,1,1,1,$164.00 ,32,1125,5,,,,,,
7.55624E+17,"PH City Views, Spacious 2 Bed/2 Bath w/ 2 Decks",10197317,45%,5,South Boston,42.33349,-71.04808,Entire condo,Entire home/apt,4,2,2,2,$521.00 ,1,1125,5,4.86,4.86,5,5,5,4.86
7.55773E+17,Cozy 1Br1Ba apartment with water view,163848078,74%,135,South Boston Waterfront,42.3477,-71.04169,Entire rental unit,Entire home/apt,3,1,1,1,$519.00 ,30,365,,,,,,,
7.56324E+17,"Blueground | Downtown/Financial Dist, w/d & gym",107434423,97%,4975,Chinatown,42.3522851,-71.0591088,Entire rental unit,Entire home/apt,2,1,1,1,$208.00 ,32,1125,,,,,,,
7.57022E+17,"Blueground | Allston, gym & w/d, nr griggs t",107434423,97%,4975,Allston,42.3474674,-71.1332006,Entire rental unit,Entire home/apt,2,1,1,1,$151.00 ,32,1125,1,3,2,2,4,1,1
7.57022E+17,"Blueground | Back Bay, gym, nr prudential cntr",107434423,97%,4975,Back Bay,42.3491652,-71.0807758,Entire rental unit,Entire home/apt,4,2,2,2,$346.00 ,32,1125,,,,,,,
7.58654E+17,*NEW* 3 BR South End Duplex with A/C in the city!,6609156,98%,1,South End,42.34609703,-71.0725609,Entire condo,Entire home/apt,8,1,3,5,$438.00 ,1,1125,4.99,4.95,4.98,4.97,5,4.97,4.78
7.59388E+17,Comfy and Chic Boston Apartment!,230850564,99%,5,West Roxbury,42.26305,-71.16445,Entire rental unit,Entire home/apt,2,1,1,0,$137.00 ,1,60,4.95,4.92,4.98,4.99,4.98,4.86,4.82
7.59893E+17,"Blueground | Theatre District, gym, nr theaters",107434423,97%,4975,Downtown,42.3511858,-71.064017,Entire rental unit,Entire home/apt,4,2,2,2,"$1,200.00 ",32,1125,,,,,,,
7.59894E+17,"Blueground | Allston, gym & w/d, nr griggs t",107434423,97%,4975,Allston,42.347766,-71.1336229,Entire rental unit,Entire home/apt,2,1,1,1,$176.00 ,32,1125,,,,,,,
7.6014E+17,Newly Renovated | Top Floor | 3 BR condo | Southie,12389311,98%,1,South Boston,42.33513,-71.05451,Entire condo,Entire home/apt,5,1,3,3,$324.00 ,1,28,4.94,4.94,4.97,4.95,4.94,4.83,4.77
7.60403E+17,Private Room in Quaint Victorian Home,200425896,100%,4,Roxbury,42.32449994,-71.08217905,Private room in home,Private room,2,1,1,2,$114.00 ,1,28,4.76,4.79,4.97,4.93,4.93,4.62,4.76
7.6102E+17,Mins to Airport/Train/Downtown,225108215,100%,2,East Boston,42.3846216,-71.0016506,Entire condo,Entire home/apt,4,1,2,0,$185.00 ,4,730,4.89,4.78,4.67,4.94,5,4.78,4.83
7.61353E+17,"Blueground | Beacon Hill, w/d, nr boston common",107434423,97%,4975,Beacon Hill,42.359547,-71.0634099,Entire rental unit,Entire home/apt,4,1,2,2,$222.00 ,32,1125,,,,,,,
7.61463E+17,"(63-3) Beacon Hill, Location! near MGH &T station!",331225367,100%,113,Beacon Hill,42.35931,-71.06947,Entire rental unit,Entire home/apt,2,1,2,2,$204.00 ,28,365,4.78,4.87,4.91,4.7,4.91,5,4.7
7.62302E+17,2 Story Charlestown Gem,7356648,96%,12,Charlestown,42.3775,-71.06687,Entire condo,Entire home/apt,5,1.5,3,3,$439.00 ,3,365,5,4.97,4.97,4.97,4.97,4.9,4.74
7.62385E+17,Shady Sage Hideaway,8503653,83%,1,Jamaica Plain,42.31346,-71.1084,Private room in rental unit,Private room,1,1,1,1,$60.00 ,29,250,5,5,5,5,5,5,5
7.62582E+17,West Roxbury 2nd flr private room with double bed,69267172,87%,24,West Roxbury,42.27944569,-71.15931102,Private room in rental unit,Private room,2,1,1,1,$60.00 ,1,365,4.89,4.96,4.96,5,4.96,4.96,4.64
7.62779E+17,"Blueground | Beacon Hill, w/d, nr boston common",107434423,97%,4975,Beacon Hill,42.359547,-71.0634099,Entire rental unit,Entire home/apt,4,1,2,2,$196.00 ,32,1125,5,5,5,5,5,4.5,4
7.63011E+17,Lux 2 BR/2 Bath w/ Amenities,20857768,69%,110,South Boston Waterfront,42.35066,-71.04369,Entire serviced apartment,Entire home/apt,5,2,2,2,$360.00 ,29,365,5,5,5,5,5,5,5
7.63073E+17,(W2) South End Studio w/Kitchen,371640674,100%,19,South End,42.33977,-71.07719,Entire rental unit,Entire home/apt,2,1,0,1,$200.00 ,1,365,4.81,4.78,4.78,5,5,4.93,4.63
7.6311E+17,"(MB5) Back Bay! Older Brownstone, 2bed 1.5 bath!",351555234,100%,16,Back Bay,42.3516,-71.08066,Entire rental unit,Entire home/apt,4,1.5,2,2,$499.00 ,1,365,4.72,4.7,4.73,4.92,4.92,4.99,4.56
7.64379E+17,Studio Getaway,103346817,80%,4,East Boston,42.36716,-71.03568,Entire condo,Entire home/apt,3,1,1,0,$161.00 ,1,1125,4.9,4.92,4.89,4.88,4.99,4.92,4.81
7.65006E+17,"Blueground | Chinatown/Theater Dist, gym, nr t",107434423,97%,4975,Downtown,42.3511858,-71.064017,Entire rental unit,Entire home/apt,2,1,1,1,$199.00 ,32,1125,,,,,,,
7.65007E+17,"Blueground | Beacon Hill, w/d, nr boston common",107434423,97%,4975,Beacon Hill,42.359547,-71.0634099,Entire rental unit,Entire home/apt,4,1,2,2,$193.00 ,32,1125,,,,,,,
7.6512E+17,"Private bedroom, private bath, off-street parking",66589143,46%,3,Dorchester,42.29318,-71.06116,Private room in rental unit,Private room,1,1,1,0,$47.00 ,32,365,4.75,5,4.75,4.75,5,4.5,4.5
7.65787E+17,South End Apartment,62211530,89%,18,South End,42.34599,-71.06385,Entire rental unit,Entire home/apt,4,1,1,0,$198.00 ,29,60,5,5,5,5,5,5,5
7.65842E+17,"Blueground | Chinatown/Theater Dist, gym, nr t",107434423,97%,4975,Downtown,42.3511858,-71.064017,Entire rental unit,Entire home/apt,2,1,1,1,$184.00 ,32,1125,,,,,,,
7.65842E+17,"Blueground | Beacon Hill, w/d, nr boston common",107434423,97%,4975,Beacon Hill,42.359547,-71.0634099,Entire rental unit,Entire home/apt,4,1,2,2,$214.00 ,32,1125,,,,,,,
7.66443E+17,"Blueground | Allston, nr boston u & green line",107434423,97%,4975,Allston,42.3527433,-71.1218741,Entire rental unit,Entire home/apt,2,1,1,1,$200.00 ,32,1125,,,,,,,
7.67352E+17,"Blueground | Allston, nr boston u & green line",107434423,97%,4975,Allston,42.3527433,-71.1218741,Entire rental unit,Entire home/apt,2,1,1,1,$171.00 ,32,1125,5,5,5,5,5,5,4
7.67352E+17,"Blueground | Allston, nr boston u & green line",107434423,97%,4975,Allston,42.3527433,-71.1218741,Entire rental unit,Entire home/apt,2,1,1,1,$191.00 ,32,1125,,,,,,,
7.68024E+17,Modern 1BR apt in Boston’s Roslindale Village,74646031,100%,1,Roslindale,42.28212,-71.13348,Entire rental unit,Entire home/apt,4,1,1,2,$190.00 ,2,730,4.91,4.92,4.96,4.92,4.95,4.68,4.87
7.69614E+17,Beacon Hill: The Aldrich House,576670144,,1,Beacon Hill,42.3585533,-71.0661426,Entire home,Entire home/apt,10,4.5,4,5,"$1,700.00 ",29,90,5,5,5,5,5,5,5
7.70558E+17,Amazing 1 bed rm apt in boston,373675137,97%,298,Beacon Hill,42.35936741,-71.06949859,Entire rental unit,Entire home/apt,2,1,1,1,$110.00 ,29,365,5,5,4.5,5,5,5,4.75
7.71118E+17,Perfect North End Studio,2006852,99%,69,North End,42.36667,-71.05215,Entire rental unit,Entire home/apt,2,1,0,1,$197.00 ,1,365,4.88,4.97,4.87,4.96,4.89,4.94,4.69
7.71561E+17,Queen Bedroom A in #770: Hyde Square,297860058,90%,1457,Jamaica Plain,42.32574,-71.10379,Private room in rental unit,Private room,1,0,1,1,$66.00 ,91,365,,,,,,,
7.71691E+17,Upscale Condo | Boston Common + Parking/Pool/GYM,463475392,99%,29,Downtown,42.35293,-71.06009,Entire condo,Entire home/apt,9,2,3,8,$523.00 ,29,1125,5,4.67,5,4.67,4.89,5,4.78
7.71714E+17,Luxurious & Spacious Townhome,3340035,100%,3,Bay Village,42.34822,-71.0692,Entire home,Entire home/apt,8,3.5,4,5,"$1,671.00 ",2,365,5,5,5,5,5,5,4.5
7.72148E+17,Nicest1bedaptwith2bedsin boston,373675137,97%,298,Beacon Hill,42.36017967,-71.06712182,Entire rental unit,Entire home/apt,3,1,1,1,$131.00 ,29,365,5,5,5,5,5,5,5
7.72246E+17,Cozy open-plan Boston home for big groups,19610602,100%,7,Hyde Park,42.27013,-71.10741,Entire home,Entire home/apt,13,2.5,3,6,$299.00 ,2,365,4.9,4.87,4.87,4.99,4.97,4.61,4.88
7.7249E+17,Boston 1 bed rm apt with 2 beds,373675137,97%,298,Beacon Hill,42.35853434,-71.06795589,Entire rental unit,Entire home/apt,3,1,1,2,$160.00 ,29,365,5,5,5,5,5,5,5
7.73093E+17,Full Bedroom C in #1357: JFK/UMass,297860058,90%,1457,Dorchester,42.31828,-71.0533,Private room in rental unit,Private room,1,0,1,1,$46.00 ,91,180,,,,,,,
7.73206E+17,Fabulous apartment in West End,163848078,74%,135,Downtown,42.36625,-71.06437,Entire rental unit,Entire home/apt,5,2,2,2,$597.00 ,5,365,4.81,4.9,4.71,4.87,4.97,5,4.71
7.73238E+17,Spacious sunny 2Br2Ba apartment,163848078,74%,135,Dorchester,42.32546,-71.0628,Entire rental unit,Entire home/apt,5,2,2,3,$399.00 ,29,365,,,,,,,
7.7399E+17,A Sweeter Place (C) managed by Andrea,24532370,91%,5,Mattapan,42.27713,-71.08175,Private room in home,Private room,1,1,1,1,$25.00 ,30,180,4.67,4.67,4.67,5,5,4.67,5
7.74612E+17,Hidden Gem 2 BR/1BA near Zoo 3 mil downtown Fenway,84804757,100%,1,Roxbury,42.32428396,-71.07314818,Entire rental unit,Entire home/apt,6,1,2,3,$214.00 ,1,28,4.99,4.97,5,4.99,4.98,4.51,4.95
7.74891E+17,Heart of Boston 1 bed 1 sofa bed,373675137,97%,298,Beacon Hill,42.36079886,-71.06740891,Entire rental unit,Entire home/apt,3,1,1,1,$140.00 ,29,365,5,5,4.8,5,5,5,4.4
7.75262E+17,"Blueground | Downtown, w/d & gym, nr greenway",107434423,97%,4975,Chinatown,42.3522851,-71.0591088,Entire rental unit,Entire home/apt,2,1,1,1,$232.00 ,32,1125,,,,,,,
7.75659E+17,Boston 3bed apt with an office,373675137,97%,298,Beacon Hill,42.35927181,-71.0649632,Entire rental unit,Entire home/apt,4,1,3,3,$185.00 ,29,365,,,,,,,
7.75968E+17,"Boston Studio, 7 minute walk to T",40995423,69%,28,Dorchester,42.31971118,-71.05937306,Entire home,Entire home/apt,2,1,0,1,$92.00 ,31,722,5,5,5,5,5,5,5
7.76171E+17,109S3 · The Strathmore 3 | 2BR 2BA Bi-Level,71783,93%,68,Mission Hill,42.33316,-71.10965,Entire rental unit,Entire home/apt,4,2,2,1,$133.00 ,30,1125,,,,,,,
7.7642E+17,Art Penthouse / Roofdeck in the Heart of Boston,172334185,97%,2,Back Bay,42.34940341,-71.08414541,Entire rental unit,Entire home/apt,7,2.5,3,11,"$1,457.00 ",2,365,4.8,4.8,4.95,4.8,4.95,4.95,4.4
7.76611E+17,"Blueground | Downtown, w/d & gym, nr greenway",107434423,97%,4975,Chinatown,42.3522851,-71.0591088,Entire rental unit,Entire home/apt,2,1,1,1,$263.00 ,32,1125,,,,,,,
7.76676E+17,Beautiful Fully Renovated Monthly Rental Furnished,1755506,67%,3,East Boston,42.3788666,-71.0327998,Entire rental unit,Entire home/apt,4,2,3,3,$187.00 ,29,365,5,5,5,5,5,5,5
7.76852E+17,South End Duplex w Huge Roofdeck,46066426,80%,1,South End,42.33976,-71.0758,Entire condo,Entire home/apt,6,2.5,2,0,$900.00 ,3,14,5,5,5,5,5,5,5
7.76972E+17,One T stop from Downtown,189235334,94%,2,East Boston,42.36593455,-71.03557139,Entire rental unit,Entire home/apt,2,1,1,0,$239.00 ,29,30,5,5,5,5,5,4.83,4.67
7.77728E+17,City-meets-suburb,490762701,100%,4,Hyde Park,42.24294915,-71.12283911,Private room in home,Private room,6,1,3,3,$290.00 ,3,365,5,5,5,5,5,5,5
7.77789E+17,West Roxbury 2nd flr private room with twin bed,69267172,87%,24,West Roxbury,42.2777481,-71.16084942,Private room in rental unit,Private room,1,1,1,1,$55.00 ,1,365,4.81,4.88,4.94,4.81,5,4.88,4.56
7.77801E+17,West Roxbury 2nd flr private room full bed & couch,69267172,87%,24,West Roxbury,42.27931,-71.16127,Private room in rental unit,Private room,2,1,1,2,$70.00 ,1,365,5,4.94,5,4.94,4.94,4.82,4.71
7.78888E+17,Boston's Finest 2 Bedroom Home,424307279,100%,2,Dorchester,42.28967849,-71.0800464,Entire home,Entire home/apt,4,1,2,2,$229.00 ,2,30,4.97,4.93,5,4.9,5,4.62,4.79
7.79815E+17,BostonBeaconHillStudioDouble bed,373675137,97%,298,Beacon Hill,42.36023531,-71.0674064,Entire rental unit,Entire home/apt,2,1,1,1,$135.00 ,29,365,5,5,5,5,5,5,5
7.79875E+17,Beacon Hill 2 bed apt affordable,373675137,97%,298,Beacon Hill,42.35824312,-71.06601636,Entire rental unit,Entire home/apt,3,1,2,2,$115.00 ,29,365,,,,,,,
7.80711E+17,Fort Hill/Highland Park Townhome,153109836,100%,4,Roxbury,42.3227007,-71.09304891,Entire home,Entire home/apt,9,2.5,3,5,$300.00 ,29,365,4.64,4.69,4.87,4.85,4.85,4.26,4.69
7.81002E+17,"Blueground | North Station, gym, nr td garden",107434423,97%,4975,Downtown,42.3650387,-71.0602864,Entire rental unit,Entire home/apt,4,2,2,2,$307.00 ,32,1125,,,,,,,
7.81058E+17,Walk! Location- steps from the T,47584294,100%,29,Fenway,42.34997,-71.09586,Entire rental unit,Entire home/apt,2,1,0,1,$188.00 ,2,1125,4.94,4.93,4.91,4.99,4.99,4.97,4.68
7.81698E+17,"Blueground | Back Bay, gym & concierge, nr t",107434423,97%,4975,Bay Village,42.3504464,-71.0681866,Entire rental unit,Entire home/apt,2,1,1,1,$236.00 ,32,1125,,,,,,,
7.82675E+17,JP Artist Oasis.,101548273,100%,1,Jamaica Plain,42.31947778,-71.10598596,Entire rental unit,Entire home/apt,6,1,2,0,$206.00 ,2,1125,4.88,4.9,4.74,4.97,4.96,4.79,4.71
7.83392E+17,Harbor View - Harbor View,92691757,100%,11,Charlestown,42.37175005,-71.05955687,Private room in bed and breakfast,Private room,4,1.5,1,1,$336.00 ,1,1125,4,4,5,5,5,4,4
7.86807E+17,"Blueground | Downtown, w/d & gym, nr greenway",107434423,97%,4975,Chinatown,42.3522851,-71.0591088,Entire rental unit,Entire home/apt,2,1,1,1,$183.00 ,32,1125,,,,,,,
7.87548E+17,"Blueground | Financial District, gym, nr greenway",107434423,97%,4975,Chinatown,42.3522851,-71.0591088,Entire rental unit,Entire home/apt,2,1,1,1,$232.00 ,32,1125,,,,,,,
7.87569E+17,Luxurious 2Br 2Ba unit in fenway,163848078,74%,135,Fenway,42.34750372,-71.10035733,Entire rental unit,Entire home/apt,4,2,2,3,$451.00 ,7,365,4.33,5,4.67,5,5,5,4.67
7.88431E+17,Renovated 3Br/1.5baths. Parking. Great location.,49383,24%,6,Brighton,42.34670877,-71.15158383,Entire rental unit,Entire home/apt,6,1.5,3,3,$213.00 ,91,365,5,5,4.5,5,5,5,5
7.88927E+17,Newly Cozy 1-BR Apt (7B1) Near To Downtown Boston,31070527,100%,7,Dorchester,42.29713709,-71.08037136,Entire rental unit,Entire home/apt,3,1,1,2,$176.00 ,1,30,4.98,4.95,4.9,4.98,4.97,4.66,4.86
7.90042E+17,Welcome to Your Private Oasis,492758013,100%,3,Roslindale,42.2879258,-71.1399203,Private room in home,Private room,4,1,2,0,$215.00 ,3,1125,4.67,5,5,5,4.67,5,4.67
7.91468E+17,Boston 2 bed rm apt w living rm,373675137,97%,298,Beacon Hill,42.35882959,-71.06726796,Entire rental unit,Entire home/apt,3,1,2,2,$110.00 ,29,365,5,5,4.8,5,5,5,4.4
7.91873E+17,"Blueground | N Station, gym, nr boston landmarks",107434423,97%,4975,Downtown,42.365947,-71.063473,Entire rental unit,Entire home/apt,2,1,0,1,$163.00 ,32,1125,,,,,,,
7.93443E+17,Luxurious & Spacious Townhouse!,3340035,100%,3,Bay Village,42.34846902,-71.06763538,Entire home,Entire home/apt,8,3.5,4,7,"$1,300.00 ",29,365,,,,,,,
7.94004E+17,New Luxurious 3-BR Apt (9B2) Near Downtown Boston,31070527,100%,7,Dorchester,42.295936,-71.080832,Entire rental unit,Entire home/apt,6,3,3,4,$388.00 ,1,30,4.96,4.95,4.94,4.96,4.98,4.4,4.87
7.9557E+17,Queen Bedroom B in #329: Savin Hill,297860058,90%,1457,Dorchester,42.31599641,-71.05935153,Private room in rental unit,Private room,1,0,1,1,$60.00 ,91,180,,,,,,,
7.96324E+17,Downtown Boston Penthouse Condo,52600541,97%,11,Bay Village,42.3488792,-71.0688545,Entire rental unit,Entire home/apt,5,2,3,3,"$1,260.00 ",30,1125,,,,,,,
7.96991E+17,Cozy Studio with Great Wifi!,409684302,99%,144,South End,42.34090324,-71.08044172,Entire rental unit,Entire home/apt,2,1,0,1,$221.00 ,1,13,5,4.9,5,5,5,5,4.9
7.97634E+17,"Blueground | Allston, nr boston u & green line",107434423,97%,4975,Allston,42.3527433,-71.1218741,Entire rental unit,Entire home/apt,4,1,2,2,$255.00 ,32,1125,2,4,5,3,2,5,3
7.97635E+17,"Blueground | Allston, nr boston u & green line",107434423,97%,4975,Allston,42.3527433,-71.1218741,Entire rental unit,Entire home/apt,4,1,2,2,$193.00 ,32,1125,,,,,,,
7.97635E+17,"Blueground | Allston, nr boston u & green line",107434423,97%,4975,Allston,42.3527433,-71.1218741,Entire rental unit,Entire home/apt,4,1,2,2,$250.00 ,32,1125,4.75,5,4.75,4.5,4,4.75,4.25
7.9774E+17,(J5) Sun Drenched Emerald Back Bay Studio,331225367,100%,113,Back Bay,42.35386019,-71.07630672,Entire rental unit,Entire home/apt,2,1,0,0,$266.00 ,1,365,4.84,4.82,4.84,4.99,4.93,4.97,4.63
7.9815E+17,Luxury 3BD/2BA Near Logan Airport and T station,212359760,98%,188,East Boston,42.37594354,-71.03643817,Entire rental unit,Entire home/apt,7,2,3,3,$336.00 ,1,365,4.66,4.77,4.77,4.42,4.75,4.56,4.56
7.98155E+17,Luxury 2BD/2BA Near Logan Airport and T station,212359760,98%,188,East Boston,42.37396085,-71.0359031,Entire rental unit,Entire home/apt,7,2,2,2,$294.00 ,1,365,4.5,4.74,4.79,4.37,4.74,4.42,4.54
8.00679E+17,Luxury 2BD/2BA Near Logan Airport and T station,212359760,98%,188,East Boston,42.38592749,-71.00580958,Entire rental unit,Entire home/apt,6,2,2,4,$234.00 ,29,365,4.88,4.75,4.84,4.78,4.91,4.66,4.78
8.01228E+17,"Blueground | Jamaica Plain, w/d, nr olmstead park",107434423,97%,4975,Jamaica Plain,42.3216848,-71.1134287,Entire rental unit,Entire home/apt,6,2.5,3,3,$215.00 ,32,1125,,,,,,,
8.02166E+17,Full Bedroom D in #1403: Brighton,297860058,90%,1457,Brighton,42.34214,-71.14449,Private room in rental unit,Private room,1,0,1,1,$58.00 ,91,365,,,,,,,
8.02166E+17,Full Bedroom B in #445: Brighton,297860058,90%,1457,Brighton,42.35439692,-71.14597609,Private room in rental unit,Private room,1,0,3,1,$64.00 ,91,180,,,,,,,
8.02166E+17,Full Bedroom B in #1516: Brighton,297860058,90%,1457,Brighton,42.35424705,-71.14792734,Private room in rental unit,Private room,1,0,1,1,$51.00 ,91,180,,,,,,,
8.02166E+17,Full Bedroom C in #570: Brighton,297860058,90%,1457,Brighton,42.34777799,-71.16164224,Private room in rental unit,Private room,1,0,5,1,$62.00 ,91,180,,,,,,,
8.02168E+17,Queen Bedroom A in #603: Brighton,297860058,90%,1457,Brighton,42.3415692,-71.14396444,Private room in rental unit,Private room,1,0,1,1,$55.00 ,91,180,,,,,,,
8.0217E+17,Queen Bedroom B in #1403: Brighton,297860058,90%,1457,Brighton,42.34044,-71.14469,Private room in rental unit,Private room,1,0,5,1,$57.00 ,91,365,,,,,,,
8.0217E+17,Queen Bedroom F in #206: Brighton,297860058,90%,1457,Brighton,42.3469014,-71.155039,Private room in rental unit,Private room,1,0,6,1,$61.00 ,91,180,,,,,,,
8.0217E+17,Queen Bedroom H in #1341: Brighton,297860058,90%,1457,Brighton,42.34215948,-71.15158133,Private room in rental unit,Private room,1,0,1,1,$56.00 ,91,365,,,,,,,
8.02781E+17,"Blueground | N Station, w/d & gym, nr td garden",107434423,97%,4975,Downtown,42.365947,-71.063473,Entire rental unit,Entire home/apt,2,1,0,1,$222.00 ,32,1125,5,5,4,5,5,5,5
8.02781E+17,"Blueground | Chinatown/Theater Dist, gym, nr t",107434423,97%,4975,Downtown,42.3511858,-71.064017,Entire rental unit,Entire home/apt,4,2,2,2,$229.00 ,32,1125,,,,,,,
8.03367E+17,"Blueground | N Station, w/d & gym, nr td garden",107434423,97%,4975,Downtown,42.365947,-71.063473,Entire rental unit,Entire home/apt,4,2,2,2,$240.00 ,32,1125,,,,,,,
8.03385E+17,Full Bedroom B in #1238: Brighton,297860058,90%,1457,Brighton,42.34732,-71.16311,Private room in rental unit,Private room,1,0,4,1,$56.00 ,91,180,,,,,,,
8.04299E+17,Updated South Boston Unit with Deck,10197317,45%,5,South Boston,42.333198,-71.04787415,Private room in condo,Private room,3,1,1,1,$200.00 ,29,1125,4,3.8,4.6,4.6,4.4,4.6,3.4
8.04445E+17,StudioDeluxe near Harvard Business School,26956083,96%,46,Allston,42.3607929,-71.1262631,Entire home,Entire home/apt,2,1,0,1,$155.00 ,75,270,5,5,5,5,5,5,4.67
8.04991E+17,The Heart of Southie (Garage + Roof Deck),421556719,100%,2,South Boston,42.33233759,-71.04820365,Entire condo,Entire home/apt,8,2,2,3,$451.00 ,2,1125,4.95,4.98,4.9,5,5,4.93,4.76
8.05849E+17,Studio in E. Boston #1,193540040,99%,2,East Boston,42.38982826,-71.00259027,Entire rental unit,Entire home/apt,2,1,1,1,$137.00 ,1,60,4.7,4.72,4.82,4.88,4.92,4.75,4.5
8.06399E+17,Guest Suite on the Hill,161497923,100%,1,Dorchester,42.31201,-71.06022,Entire condo,Entire home/apt,2,1,1,1,$180.00 ,1,4,4.93,4.98,4.88,4.98,4.98,4.93,4.83
8.06597E+17,Queen Bedroom C in #770: Hyde Square,297860058,90%,1457,Jamaica Plain,42.32591218,-71.10351448,Private room in rental unit,Private room,1,0,4,1,$53.00 ,91,180,,,,,,,
8.071E+17,"Cozy Private Room with TV,Co-living Apt near BOS",2356643,99%,362,South Boston,42.33217055,-71.03590369,Private room in rental unit,Private room,2,1,1,1,$35.00 ,29,1125,4.6,4.8,4.6,4.8,4.8,4.8,4.6
8.071E+17,Lovely Private Room with Shared Kitchen near BMC,2356643,99%,362,South Boston,42.33356815,-71.03459423,Private room in rental unit,Private room,2,1,1,1,$35.00 ,29,1125,4,4,4.5,3,5,5,4
8.071E+17,"Stylish Private Room with TV, Co-living near BMC",2356643,99%,362,South Boston,42.33211933,-71.03487792,Private room in rental unit,Private room,2,1,1,1,$35.00 ,29,1125,4.67,4.67,4.67,4.67,4.33,4.67,4.67
8.0772E+17,"Blueground | N Station, w/d & gym, nr td garden",107434423,97%,4975,Downtown,42.365947,-71.063473,Entire rental unit,Entire home/apt,2,1,1,1,$197.00 ,32,1125,,,,,,,
8.07831E+17,Cozy Apartment in Dorchester.,494658101,100%,7,Dorchester,42.2835763,-71.07115222,Entire rental unit,Entire home/apt,4,2,2,2,$193.00 ,29,365,4.9,5,5,4.8,4.9,4.6,4.6
8.08445E+17,Queen Bedroom B in #1235: Allston,297860058,90%,1457,Allston,42.36024,-71.129,Private room in rental unit,Private room,1,0,6,1,$104.00 ,91,180,,,,,,,
8.08447E+17,Queen Bedroom B in #726: Allston,297860058,90%,1457,Allston,42.35892044,-71.13123899,Private room in rental unit,Private room,1,0,6,1,$54.00 ,91,365,,,,,,,
8.08447E+17,Queen Bedroom D in #502: Allston,297860058,90%,1457,Allston,42.35973,-71.13257,Private room in rental unit,Private room,1,0,1,1,$55.00 ,91,180,,,,,,,
8.08605E+17,Boston Modern 7 Bedroom 2.5 Bath,257439917,100%,13,Allston,42.36003796,-71.12327507,Entire home,Entire home/apt,13,2.5,7,7,$477.00 ,1,1125,4.89,4.96,4.96,5,4.96,4.77,4.73
8.0885E+17,New Deluxe 3-BR Apt (7W2) Near Downtown Boston,31070527,100%,7,Dorchester,42.295945,-71.080569,Entire condo,Entire home/apt,6,2.5,3,4,$388.00 ,1,30,4.97,4.97,4.98,4.98,4.98,4.53,4.89
8.09294E+17,A New Deluxe 3-BR Apt (9W2) Near Downtown Boston,31070527,100%,7,Dorchester,42.2958734,-71.0805465,Entire rental unit,Entire home/apt,6,2.5,3,4,$396.00 ,1,30,4.97,4.99,4.93,4.99,5,4.6,4.93
8.10755E+17,"Blueground | N Station, w/d & gym, nr td garden",107434423,97%,4975,Downtown,42.365947,-71.063473,Entire rental unit,Entire home/apt,2,1,1,1,$195.00 ,32,1125,,,,,,,
8.10755E+17,"Blueground | Chinatown/Theater Dist, gym, nr t",107434423,97%,4975,Downtown,42.3511858,-71.064017,Entire rental unit,Entire home/apt,4,2,2,2,$237.00 ,32,1125,,,,,,,
8.10887E+17,Queen Bedroom A in #537: Allston,297860058,90%,1457,Allston,42.34827766,-71.13206509,Private room in rental unit,Private room,1,0,6,1,$57.00 ,91,180,,,,,,,
8.11115E+17,Chic 2BR in the heart of Boston,502500151,,1,Roxbury,42.32430524,-71.0680442,Entire rental unit,Entire home/apt,6,1,2,3,$206.00 ,1,14,4.85,4.89,4.95,4.94,4.91,4.1,4.77
8.12151E+17,Queen Bedroom B in #1581,297860058,90%,1457,Dorchester,42.30239844,-71.08418578,Private room in rental unit,Private room,1,0,1,1,$61.00 ,91,180,,,,,,,
