id,name,host_id,host_acceptance_rate,host_total_listings_count,neighbourhood,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
3781,HARBORSIDE-Walk to subway,4804,33%,5,East Boston,42.36413,-71.02991,Entire rental unit,Entire home/apt,2,1,1,1,$125.00 ,29,1125,4.96,5,4.96,5,4.96,4.84,4.88
5506,** Fort Hill Inn Private! Minutes to center!**,8229,99%,14,Roxbury,42.32844,-71.09581,Entire guest suite,Entire home/apt,2,1,1,1,$139.00 ,3,90,4.79,4.88,4.9,4.95,4.89,4.56,4.75
6695,"Fort Hill Inn *Sunny* 1 bedroom, condo duplex",8229,99%,14,Roxbury,42.32802,-71.09387,Entire condo,Entire home/apt,4,1,0,2,$179.00 ,3,730,4.81,4.82,4.87,4.9,4.95,4.52,4.72
8789,Curved Glass Studio/1bd facing Park,26988,46%,31,Beacon Hill,42.35867,-71.06307,Entire rental unit,Entire home/apt,2,1,1,2,$92.00 ,91,365,4.69,4.69,4.55,4.93,4.97,4.97,4.59
10811,"Back Bay Apt Studio-3 blocks to Pru center & ""T""",38997,57%,29,Back Bay,42.35173,-71.08685,Entire rental unit,Entire home/apt,3,1,0,1,$130.00 ,91,1125,4.33,4.44,4.67,4.56,4,5,4.67
10813,A Brownstone -close to subway-colleges-Newbury St-,38997,57%,29,Back Bay,42.35061,-71.08787,Entire rental unit,Entire home/apt,2,1,0,1,$130.00 ,32,1125,5,5,4.8,5,5,5,4.8
10986,North End (Waterfront area)  CLOSE TO MGH & SUBWAY,38997,57%,29,North End,42.36377,-71.05206,Entire condo,Entire home/apt,2,1,0,1,$130.00 ,32,1125,4,5,3,2,5,5,4
18711,230B1 · The Dorset Redline | 3BR 1BA w/Central Air,71783,93%,68,Dorchester,42.32212,-71.06096,Entire rental unit,Entire home/apt,7,1,3,3,$143.00 ,30,1125,4.31,4.5,4.71,4.56,4.46,4.24,4.48
40601,Private room & bath - Jamaica Plain,174986,78%,1,Jamaica Plain,42.31347,-71.11082,Private room in home,Private room,2,1.5,1,1,$100.00 ,29,120,4.98,4.95,5,4.97,4.94,4.93,4.93
45987,Garden Studio,205107,100%,3,Charlestown,42.37424,-71.06081,Entire rental unit,Entire home/apt,3,1,1,1,$100.00 ,29,1125,4.66,4.68,4.76,4.74,4.71,4.82,4.52
47521,"Private Room, shared bath in Victorian House/ 1",119019,89%,8,Dorchester,42.29871,-71.05954,Private room in home,Private room,2,1.5,3,3,$100.00 ,1,365,4.45,4.53,4.44,4.71,4.71,4.25,4.51
60029,Room in geographical heart of Hub,255183,75%,6,Roxbury,42.32546,-71.08894,Private room in rental unit,Private room,1,1,1,1,$80.00 ,29,29,4.73,4.65,4.57,4.87,4.91,4.16,4.63
60356,Bookcase 1bd facing Boston Common,26988,46%,31,Beacon Hill,42.35894,-71.0631,Entire rental unit,Entire home/apt,2,1,1,1,$105.00 ,32,365,4.84,4.89,4.63,4.84,4.89,5,4.68
69369,Entire two-bedroom apartment near Longwood,255183,75%,6,Roxbury,42.32546,-71.08894,Entire rental unit,Entire home/apt,3,1,2,2,$100.00 ,29,180,4.75,4.78,4.6,4.88,4.96,4.22,4.66
77681,Waterfall Room: Bunker Hill B&B,416912,53%,2,Charlestown,42.37865,-71.06373,Private room in rental unit,Private room,2,1,1,1,$140.00 ,29,730,4.36,4.52,4.39,4.41,4.49,4.73,4.39
77691,Private room in Victorian house,119019,89%,8,Dorchester,42.29871,-71.05954,Private room in home,Private room,2,1.5,3,3,$100.00 ,1,365,4.41,4.5,4.38,4.58,4.62,4.14,4.42
163941,Fort Hill Inn  2 bed Duplex ApT!  Location!,8229,99%,14,Roxbury,42.32806,-71.09423,Entire condo,Entire home/apt,6,1,2,3,$275.00 ,3,365,4.68,4.84,4.81,4.89,4.89,4.43,4.66
179244,Beautiful room with private bath/#2,119019,89%,8,Dorchester,42.29871,-71.05954,Private room in home,Private room,2,1,1,1,$70.00 ,1,365,4.44,4.51,4.31,4.53,4.52,4.05,4.35
179245,Private Room & private bath in Townhouse,119019,89%,8,Dorchester,42.29871,-71.05954,Private room in townhouse,Private room,2,2,2,2,$70.00 ,1,365,4.5,4.51,4.63,4.68,4.57,4.25,4.48
184893,City Oasis/sleeps 4 near historical sites,887148,81%,20,Charlestown,42.37823,-71.06778,Entire rental unit,Entire home/apt,4,1,1,1,$264.00 ,91,1000,,,,,,,
197727,"Great Boston neighborhood , Jamaica Plain",964356,75%,2,Jamaica Plain,42.31331,-71.12061,Private room in condo,Private room,1,1,1,1,$65.00 ,30,90,4.97,4.95,4.97,5,4.98,4.9,4.93
197972,Serene Studio in a Perfect Location,965697,99%,4,Jamaica Plain,42.31533,-71.11025,Entire rental unit,Entire home/apt,2,1,1,1,$142.00 ,3,150,4.88,4.92,4.91,4.96,4.96,4.91,4.79
205894,Large bedroom in Victorian House/Room D,119019,89%,8,Dorchester,42.29871,-71.05954,Private room in home,Private room,2,1.5,3,1,$101.00 ,1,365,4.45,4.61,4.52,4.63,4.62,4.24,4.45
210097,Treetop Haven in the City,1035747,90%,1,Jamaica Plain,42.31685,-71.10867,Entire home,Entire home/apt,2,1,0,1,$141.00 ,3,60,4.89,4.93,4.87,4.94,4.94,4.91,4.83
220676,Private room off the Freedom Trail.,1144302,96%,1,North End,42.36614,-71.05226,Private room in townhouse,Private room,3,1,1,1,$195.00 ,3,1125,4.93,4.92,4.92,4.95,4.99,4.98,4.83
257588,BOSTON LUXURY FOR LESS!! NEAR BCEC,1355344,99%,2,South Boston,42.33255,-71.04125,Entire rental unit,Entire home/apt,4,1,2,2,$314.00 ,2,365,4.85,4.88,4.94,4.95,4.96,4.83,4.72
297994,Your cozy stay in South Boston,1536237,66%,3,South Boston,42.33583,-71.05271,Entire home,Entire home/apt,4,1,2,2,$190.00 ,3,150,4.5,4.29,3.78,4.64,4.81,4.25,4.18
377474,Cozy Room in Beautiful Victorian House /E,119019,89%,8,Dorchester,42.29871,-71.05954,Private room in home,Private room,1,1.5,3,3,$50.00 ,1,365,4.6,4.54,4.68,4.77,4.73,4.22,4.52
447826,"Sweet Little House in JP, Boston",2053557,93%,1,Jamaica Plain,42.31658,-71.11012,Private room in home,Private room,2,1,1,1,$75.00 ,5,1125,4.83,4.82,4.72,4.97,4.97,4.87,4.84
530983,14P · The Grand View Redline | 5BR 2BA,71783,93%,68,Dorchester,42.31368,-71.0612,Entire home,Entire home/apt,9,2,5,5,$270.00 ,30,1125,4.4,4.67,4.4,4.8,4.59,4.54,4.59
533152,230B4 · The Penthouse w/Central AC | 2BR 1BA w/En-,71783,93%,68,Dorchester,42.32212,-71.06096,Entire rental unit,Entire home/apt,5,1,2,2,$135.00 ,30,1125,4.66,4.84,4.77,4.48,4.52,4.45,4.72
579605,230B3  · The Mayhew w/Central AC and Laundry! | 2B,71783,93%,68,Dorchester,42.32212,-71.06095,Entire rental unit,Entire home/apt,5,1,3,2,$145.00 ,30,1125,4.43,4.64,4.67,4.66,4.47,4.29,4.52
601763,The Alameda 2 w/AC | 2BR 1BA | Short walk shops!,71783,93%,68,West Roxbury,42.29192,-71.15407,Entire rental unit,Entire home/apt,5,1,3,3,$135.00 ,30,1125,4.56,4.63,4.67,4.6,4.42,4.58,4.44
611081,Houseboat in Boston Harbor,3029783,100%,21,Charlestown,42.37579,-71.04981,Boat,Entire home/apt,6,1,1,4,$221.00 ,2,1125,4.82,4.84,4.69,4.77,4.86,4.84,4.65
619142,Getaway in Historic Charlestown,501427,95%,2,Charlestown,42.377338,-71.063095,Entire home,Entire home/apt,2,1,1,1,$175.00 ,3,1125,4.79,4.79,4.67,4.98,4.97,4.86,4.74
708802,Boston / Charlestown Apartment,3648427,91%,2,Charlestown,42.3782692,-71.06332397,Entire rental unit,Entire home/apt,4,1,1,2,$218.00 ,2,60,4.91,4.95,4.93,4.98,4.97,4.88,4.85
750438,Private room/bath 7 min to subway verdant/peaceful,3945438,100%,7,Jamaica Plain,42.30733,-71.11129,Private room in rental unit,Private room,1,1,1,1,$93.00 ,2,31,4.88,4.9,4.82,4.95,4.97,4.92,4.82
753446,6 miles away from downtown Boston!,3962517,,1,Roslindale,42.28573,-71.12334,Private room in condo,Private room,2,1,1,2,$55.00 ,91,1125,4.82,4.91,4.91,4.91,4.91,4.68,4.85
801680,Fort Hill Inn -Cool Space-BOSTON'S BEST-1 bedroom,8229,99%,14,Roxbury,42.32795,-71.09412,Entire condo,Entire home/apt,4,1,0,1,$166.00 ,3,90,4.85,4.91,4.9,4.86,4.79,4.48,4.81
820073,"Modern Loft, 1700 SqFt. Location!",1911807,98%,2,Downtown,42.3558,-71.06104,Entire loft,Entire home/apt,4,2,1,2,$541.00 ,2,1125,4.96,4.99,5,4.99,5,4.88,4.87
849408,"Perfect & Practical Boston Rental (1,500+ sqft)",4434391,97%,3,Roslindale,42.29038,-71.13919,Entire rental unit,Entire home/apt,8,2,3,5,$339.00 ,4,1125,4.86,4.91,4.86,4.93,4.92,4.72,4.77
891661,GORGEOUS WATER FRT NORTH END STUDIO,4737456,77%,3,North End,42.3665,-71.05296,Entire rental unit,Entire home/apt,4,1,1,2,$80.00 ,29,365,4.7,4.83,4.81,4.82,4.85,4.92,4.72
894539,Private room in house,4762495,93%,3,Roslindale,42.29017,-71.13169,Private room in bed and breakfast,Private room,2,1.5,1,1,$100.00 ,29,1124,4.85,4.92,4.79,4.92,4.94,4.77,4.87
962610,Convenient Boston Hotel Alternative,4434391,97%,3,West Roxbury,42.29175,-71.14096,Entire rental unit,Entire home/apt,2,1,1,1,$135.00 ,6,100,4.9,4.95,4.99,4.91,4.85,4.69,4.85
973695,Best Location Luxury Beacon Hill North End Condo,1760577,100%,4,Downtown,42.3597641,-71.06116486,Private room in condo,Private room,4,1,1,2,$194.00 ,91,1125,4.76,4.79,4.89,4.69,4.82,4.8,4.66
989163,"The Dalton - The Upton Boston, South End",5430185,97%,8,South End,42.34308,-71.07316,Room in aparthotel,Entire home/apt,2,1,0,1,$249.00 ,2,365,4.84,4.79,4.95,4.89,4.9,4.95,4.56
1071235,Cozy JP Studio-Great Location!,965697,99%,4,Jamaica Plain,42.31653,-71.11049,Entire rental unit,Entire home/apt,2,1,1,1,$136.00 ,3,180,4.83,4.88,4.89,4.95,4.94,4.9,4.8
1090545,ExclusiveBackBayBostonCtr-EntireFloorBrick townhse,1984434,,9,Back Bay,42.34475,-71.08204,Private room in home,Private room,1,1,1,1,$214.00 ,29,365,4.63,4.63,4.69,4.82,4.84,4.98,4.6
1092093,Duplex Penthouse in Longwood Area,26988,46%,31,Mission Hill,42.33395767,-71.10222626,Entire rental unit,Entire home/apt,2,2,1,1,$125.00 ,91,260,4.68,4.87,4.6,4.9,4.76,4.83,4.72
1109224,4 bedroom Victorian Condo unit,1531239,100%,1,Jamaica Plain,42.32031,-71.1129,Entire condo,Entire home/apt,8,2,4,6,$519.00 ,2,1125,4.74,4.84,4.74,4.86,4.8,4.69,4.61
1130279,"North End 3 BR Condo - Spacious, Perfect  Location",2494599,98%,1,North End,42.36489,-71.05198,Entire rental unit,Entire home/apt,6,1,3,3,$571.00 ,2,30,4.76,4.76,4.78,4.92,4.89,4.95,4.6
1275498,"The Washington - The Upton Boston, South End",5430185,97%,8,South End,42.34294,-71.07304,Entire rental unit,Entire home/apt,2,1,1,1,$264.00 ,2,365,4.84,4.86,4.94,4.92,4.92,4.97,4.61
1303261,Historic Beacon Hill,2120816,,1,Beacon Hill,42.35714,-71.06968,Entire rental unit,Entire home/apt,2,1,1,2,$425.00 ,91,180,4.45,4.91,4.48,4.83,4.83,5,4.39
1321422,2 bedroom 1st Floor Apartment in Savin Hill,6608084,98%,7,Dorchester,42.30907,-71.04674,Entire rental unit,Entire home/apt,4,1,2,4,$140.00 ,2,45,4.88,4.92,4.95,4.94,4.89,4.8,4.88
1374434,"Authentic Boston, cozy room",255183,75%,6,Roxbury,42.32546,-71.08894,Private room in rental unit,Private room,1,1,1,1,$70.00 ,29,180,4.83,4.87,4.56,4.93,4.89,4.2,4.71
1403408,Big Boston room,255183,75%,6,Roxbury,42.32546,-71.08894,Private room in home,Private room,1,1,1,1,$75.00 ,29,120,4.93,4.7,4.44,4.93,4.81,4.3,4.7
1425973,Historic brick Victorian row house,1015632,69%,7,South End,42.34164,-71.07964,Private room in home,Private room,4,2.5,2,2,$449.00 ,2,1125,4.79,4.95,4.95,4.84,4.95,4.97,4.47
1445064,Bright Sunlit bedroom near MGH labs/Downtown,4724006,67%,2,Charlestown,42.38017,-71.06236,Private room in rental unit,Private room,1,1,1,1,$65.00 ,29,90,4.72,4.79,4.8,4.79,4.81,4.71,4.64
1472520,Andrea's Private Bath T Downtown,6608084,98%,7,Dorchester,42.30856,-71.04646,Private room in home,Private room,3,1,1,2,$73.00 ,1,21,4.88,4.92,4.93,4.91,4.88,4.82,4.86
1541166,Beautiful Studio 15 min to Downtown,552418,,1,Charlestown,42.38324,-71.07852,Entire rental unit,Entire home/apt,2,1,0,1,$199.00 ,75,120,4.91,4.87,4.96,4.98,4.96,4.68,4.77
1545185,Large Studio Apt w/ Full Kitchen & Bath + Parking!,697401,86%,6,Brighton,42.34873,-71.15693,Entire guest suite,Entire home/apt,2,1,1,1,$145.00 ,2,14,4.76,4.85,4.71,4.87,4.88,4.84,4.74
1551205,2 bed/2 bath in the heart of Boston,8261931,,2,Fenway,42.34175,-71.08359,Entire rental unit,Entire home/apt,4,2,2,2,$415.00 ,91,365,4.85,4.93,4.58,4.88,4.88,5,4.73
1596664,"Fort Hill Top - 2Bk Private room,  brick townhouse",8513158,82%,7,Roxbury,42.3256,-71.09413,Private room in townhouse,Private room,1,2,1,1,$59.00 ,31,36,4.83,4.92,4.63,4.96,5,4.71,4.71
1644031,Large Private Bedroom & Bathroom by the Seaport,79583794,,3,South Boston,42.33835,-71.0472,Private room in townhouse,Private room,2,1,1,1,$132.00 ,1,365,4.85,4.91,4.88,4.93,4.94,4.86,4.74
1682936,Charming 2 level Apartment,8898973,71%,4,Roxbury,42.32382,-71.09641,Entire rental unit,Entire home/apt,2,1.5,1,2,$115.00 ,30,1125,4.85,4.91,4.9,4.88,4.79,4.55,4.8
1692573,Urban oasis trendy JP 'hood - suite,8814724,86%,2,Jamaica Plain,42.31293,-71.11527,Entire home,Entire home/apt,4,1,2,3,$170.00 ,2,1125,4.91,4.91,4.96,4.95,4.95,4.93,4.84
1732804,Private room/ MUST LOVE DOGS,9090219,100%,1,Dorchester,42.29009,-71.05762,Private room in rental unit,Private room,2,1,1,1,$70.00 ,1,28,4.88,4.93,4.68,4.98,5,4.68,4.79
1810172,Room for 2 in Rozzie - Full Bath,8834105,100%,2,Roslindale,42.28127,-71.13304,Private room in home,Private room,2,1,1,1,$69.00 ,29,1125,4.8,4.91,4.73,4.91,4.98,4.69,4.8
1810397,3Bed/2.5Bath Luxury Triplex South End's Union Park,9485021,0%,1,South End,42.34279,-71.0711,Entire townhouse,Entire home/apt,8,2.5,3,4,$985.00 ,5,1125,4.96,4.94,4.91,4.91,4.96,4.98,4.7
1819994,"RIVERVIEWS-Walk Everywhere! Central, Safe LOCATION",9529655,,9,Fenway,42.34981,-71.09476,Entire condo,Entire home/apt,1,1,2,1,$265.00 ,91,365,4,4.5,3,3.5,4.5,5,3.5
2014651,One Private Bedroom in J.P.,2155838,,1,Jamaica Plain,42.30593,-71.10733,Private room in rental unit,Private room,2,1,1,1,$120.00 ,91,1125,4.62,4.81,4.58,4.83,4.86,4.56,4.36
2014882,1 bedroom and private bathroom,1521296,100%,3,Brighton,42.34245,-71.15758,Private room in home,Private room,2,1,1,2,$80.00 ,3,20,4.71,4.75,4.69,4.88,4.79,4.73,4.7
2021483,Spacious Updated 2 Bed Boston Condo w/ Deck,10197317,45%,5,South Boston,42.3358,-71.04948,Entire condo,Entire home/apt,6,2,2,4,$500.00 ,29,1125,4.86,4.86,4.81,4.9,4.95,4.95,4.62
2021489,Spacious Updated Boston Room/Condo,10197317,45%,5,South Boston,42.33375,-71.04767,Private room in condo,Private room,3,1,1,1,$220.00 ,29,1125,4.73,4.82,4.79,4.96,4.99,4.79,4.73
2126053,"Studio, w kitchenette, in owner's Beacon Hill home",10844648,91%,1,Beacon Hill,42.35771,-71.06978,Entire rental unit,Entire home/apt,2,1,0,1,$190.00 ,29,1125,4.85,4.85,4.86,4.92,4.92,4.99,4.7
2183117,I bdrm in Boston/Allston/Brookline,11132354,86%,1,Allston,42.34995,-71.13427,Entire rental unit,Entire home/apt,2,1,1,1,$130.00 ,30,120,4.83,4.83,4.7,4.9,4.94,4.79,4.71
2215762,"The Clare - The Upton Boston, South End",5430185,97%,8,South End,42.342121,-71.075073,Entire rental unit,Entire home/apt,2,1,1,1,$259.00 ,3,365,4.82,4.76,4.86,4.9,4.93,4.94,4.62
2262752,"Spacious, Comfortable and Cozy",11554621,,2,Jamaica Plain,42.30554,-71.10685,Private room in rental unit,Private room,2,1,1,1,$161.00 ,31,1125,4.88,4.75,4.63,4.63,4.88,4.63,4.63
2277821,Sparkling New 2BR / 2BA in Back Bay,9410008,100%,48,Back Bay,42.34877,-71.08418,Entire rental unit,Entire home/apt,5,2,2,2,$571.00 ,10,365,4.96,4.98,4.99,4.97,4.99,4.98,4.75
2292495,furnished 1 bed apartment copley #5,9653086,76%,11,South End,42.34125,-71.07604,Entire rental unit,Entire home/apt,4,1,1,1,$134.00 ,33,1125,4.78,4.9,4.71,4.95,4.91,4.86,4.76
2381143,Sunny 1 Bedroom,12165186,89%,6,Brighton,42.34391,-71.15628,Entire rental unit,Entire home/apt,2,1,1,1,$75.00 ,91,1125,4.9,4.8,4.8,4.9,4.8,4.9,4.9
2410846,"Sunny Beacon Hill, corner unit top floor",3137257,100%,13,Downtown,42.35702,-71.06168,Entire rental unit,Entire home/apt,2,1,1,1,$135.00 ,91,1124,4.67,4.72,4.53,4.78,4.78,5,4.69
2495047,"The Tremont - The Upton Boston, South End",5430185,97%,8,South End,42.34309,-71.07316,Entire rental unit,Entire home/apt,2,1,0,0,$261.00 ,2,365,4.82,4.89,4.94,4.9,4.86,4.99,4.53
2526773,Charming comfort 1 BR / Studio,12165186,89%,6,Brighton,42.34272,-71.15672,Entire rental unit,Entire home/apt,2,1,1,1,$67.00 ,91,1125,4.83,4.83,4.61,4.94,4.94,4.78,4.61
2701124,Charlesview Suites Back Bay,13822322,,2,Back Bay,42.34492,-71.08482,Entire rental unit,Entire home/apt,4,1,1,2,$280.00 ,29,1125,4.61,4.74,4.52,4.75,4.82,4.86,4.63
2754975,Perfect Location to Explore Boston,6885890,100%,3,Beacon Hill,42.35902,-71.06296,Entire rental unit,Entire home/apt,4,1,1,2,$150.00 ,365,1125,4.87,4.95,4.82,4.99,4.97,5,4.75
2864688,Beautiful 3 bedroom 2 bath apt in Charlestown,887148,81%,20,Charlestown,42.38148,-71.06967,Private room in bed and breakfast,Private room,5,2,3,4,$650.00 ,29,352,,,,,,,
2886933,BEAUTIFUL SINGLE FAMILY VICTORIAN in Hyde Park!,13776857,85%,1,Hyde Park,42.26043,-71.11766,Entire home,Entire home/apt,8,1.5,4,4,$260.00 ,2,365,4.94,4.99,4.96,4.98,4.99,4.63,4.85
3193484,2 Minutes Walk  to the Red Line!,16186589,96%,30,Dorchester,42.28814,-71.06889,Private room in rental unit,Private room,1,1,1,1,$52.00 ,30,365,4.91,4.91,4.64,5,4.91,4.36,4.73
3229255,1bd Boston apt - Convenient & quiet,16343599,89%,3,Roslindale,42.28657,-71.13236,Entire rental unit,Entire home/apt,3,1,1,2,$161.00 ,2,1125,4.86,4.9,4.93,4.96,4.98,4.84,4.81
3294152,"Garden Suite near subway, beach",9898255,88%,3,Dorchester,42.31281,-71.06098,Entire guest suite,Entire home/apt,4,1,1,1,$131.00 ,2,40,4.54,4.66,4.54,4.82,4.8,4.59,4.54
3316049,Beautiful Junior 1-bedroom apartment,16742781,,6,South End,42.34512,-71.06492,Entire rental unit,Entire home/apt,1,1,1,2,$160.00 ,91,1125,,,,,,,
3343428,"AKBrownstone: custom-built, park garden view by T",11228809,97%,14,Roxbury,42.32811,-71.09157,Private room in townhouse,Private room,2,1,1,2,$114.00 ,2,110,4.94,4.95,4.96,4.95,4.96,4.65,4.84
3441982,Urban Travelers Modern Studio,13819661,100%,6,Roxbury,42.31907,-71.09252,Entire guest suite,Entire home/apt,3,1,0,2,$125.00 ,28,730,4.93,4.98,4.98,4.97,4.97,4.61,4.85
3520353,Luxury Beacon Hill Apartment 1-BR,6508758,100%,2,Beacon Hill,42.35884,-71.06332,Entire rental unit,Entire home/apt,2,1,1,1,$288.00 ,91,365,4.8,4.88,4.8,4.85,4.91,4.98,4.75
3539510,230B2 · The Roseclair w/Central AC and IN-unit Lau,71783,93%,68,Dorchester,42.32213,-71.06094,Entire rental unit,Entire home/apt,6,1,3,3,$145.00 ,30,90,4.39,4.87,4.67,4.42,4.61,4.32,4.61
3602379,"Modern, Spacious 1BR for 4 - Easy Marathon Access!",18150109,94%,5,Roxbury,42.32843,-71.09369,Entire rental unit,Entire home/apt,4,1,1,1,$159.00 ,2,150,4.77,4.9,4.86,4.96,4.96,4.64,4.75
3605045,Immaculate space with off street parking!,18165984,,2,Dorchester,42.28512,-71.07672,Shared room in home,Shared room,1,1,1,1,$200.00 ,29,31,5,5,5,5,5,4.33,5
3656168,Parking Close 2 Downtown Renovated,18517776,0%,34,Roxbury,42.31676,-71.08,Private room in rental unit,Private room,1,1,2,1,$38.00 ,91,1125,4.33,4.67,4.5,5,5,3.67,4.17
3672942,Private Boston Antique Suite,18641942,100%,1,West Roxbury,42.27242,-71.16573,Entire loft,Entire home/apt,2,1,1,1,$164.00 ,2,365,5,5,5,5,5,5,5
3705824,Small Rm +walk-in closet Easy to Longwood/Downtown,18517776,0%,34,Roxbury,42.31676,-71.08,Private room in rental unit,Private room,1,1,2,1,$35.00 ,91,1000,,,,,,,
3957602,"Entire 2nd floor, skylight suite is all yours!",2127414,,2,Jamaica Plain,42.31016,-71.10582,Private room in home,Private room,2,1,2,1,$100.00 ,29,31,4.88,4.87,4.84,4.97,4.98,4.77,4.83
3965313,Minutes to Boston-Near Beach 69-1,20551003,,21,East Boston,42.38679,-71.00271,Private room in home,Private room,4,2.5,1,3,$42.00 ,91,365,4.38,4.71,4.36,4.83,4.58,4.81,4.56
3968797,Sunny bedroom in large quiet house,4762495,93%,3,Roslindale,42.28969,-71.13183,Private room in home,Private room,2,1.5,1,2,$95.00 ,3,1125,4.91,4.88,4.81,4.96,4.97,4.79,4.87
4000384,Sunlit room with private bath,10910804,92%,1,Jamaica Plain,42.31826,-71.09956,Private room in home,Private room,2,1,1,1,$113.00 ,2,10,4.93,4.98,5,4.93,4.91,4.76,4.92
4090224,Sanitized Modern 3BD private home-near BCEC,17783651,100%,1,South Boston,42.3357,-71.05395,Entire home,Entire home/apt,7,1.5,3,3,$512.00 ,1,29,4.91,4.94,4.95,4.97,4.97,4.75,4.83
4105704,Sunny Private Studio Aptmt,21299112,100%,2,Jamaica Plain,42.30385,-71.1151,Entire rental unit,Entire home/apt,2,1,1,1,$135.00 ,3,1125,4.94,4.95,4.98,4.97,4.99,4.88,4.9
4119345,Airy new apt for 2-6. Near subway. Free parking.,1414385,96%,4,Jamaica Plain,42.3106,-71.10853,Entire guesthouse,Entire home/apt,6,2.5,2,4,$240.00 ,2,14,4.87,4.87,4.91,4.89,4.91,5,4.71
4150640,Beautiful Studio Apt in North End,20857768,69%,110,North End,42.36674772,-71.05288415,Entire serviced apartment,Entire home/apt,2,1,0,1,$169.00 ,29,1125,4.93,4.96,5,4.86,4.93,5,4.79
4173285,"Bright, cozy bedroom in Victorian",2851756,100%,3,Dorchester,42.28547,-71.06799,Private room in condo,Private room,1,1,1,1,$69.00 ,91,91,5,4.92,5,5,5,4.54,4.92
4233242,Quiet Artist's Retreat,197327,62%,2,Jamaica Plain,42.31246,-71.10793,Private room in rental unit,Private room,1,1,1,1,$105.00 ,29,120,4.69,4.75,4.58,4.85,4.9,4.85,4.62
4263736,AKBrownstone: Master Suite park view by T,11228809,97%,14,Roxbury,42.32971,-71.0931,Private room in townhouse,Private room,3,1,1,2,$138.00 ,2,110,4.95,4.98,4.98,4.97,4.97,4.66,4.83
4278067,Studio apart Tremont St South End #2,9653086,76%,11,South End,42.34128,-71.07607,Entire rental unit,Entire home/apt,2,1,0,1,$125.00 ,33,1125,4.71,4.85,4.63,4.93,4.89,4.81,4.57
4283698,Private 1 bedroom w/ kitchenette,333210,92%,5,Roslindale,42.28925,-71.13875,Entire guest suite,Entire home/apt,3,1,1,2,$73.00 ,20,1125,4.34,4.54,4.55,4.78,4.75,4.53,4.32
4315439,Room Logan Airport  1/2 bathroom,22402141,,4,East Boston,42.38829,-71.00437,Private room in home,Private room,1,1,1,1,$100.00 ,100,1125,4.4,5,4.2,4.6,4.8,4.6,4
4364925,large & grand 2 bedroom South End by Copley Sq #3,9653086,76%,11,South End,42.34128,-71.07607,Entire rental unit,Entire home/apt,5,1,2,3,$150.00 ,33,1125,4.82,4.94,4.75,4.96,4.94,4.9,4.76
4364989,newly furn one bedroom by Copley #6,9653086,76%,11,South End,42.34128,-71.07607,Entire rental unit,Entire home/apt,4,1,1,2,$125.00 ,31,1125,4.83,4.9,4.77,4.93,4.89,4.9,4.73
4410765,"Grt Location, Big 3 Bed, Nr all Colleges, parking",9795590,75%,2,Brighton,42.35309,-71.14822,Entire home,Entire home/apt,5,2,3,4,$150.00 ,45,270,4.58,4.67,4.5,4.92,4.92,4.67,4.58
4460532,AKBrownstone: modern treetop skyline view by T,11228809,97%,14,Roxbury,42.32942,-71.09149,Private room in townhouse,Private room,1,1,1,1,$109.00 ,2,110,4.94,4.96,4.97,4.97,4.95,4.66,4.85
4461613,Comfy Beacon Hill Studio Great for Work Travel #13,22348222,99%,156,Beacon Hill,42.36017,-71.06346,Entire rental unit,Entire home/apt,2,1,0,1,$219.00 ,1,1125,4.57,4.69,4.82,4.83,4.85,4.95,4.5
4461846,South End Studio Perfect for Work Travel #36,22348222,99%,156,South End,42.34441,-71.07633,Entire rental unit,Entire home/apt,2,1,0,1,$219.00 ,1,1125,4.56,4.68,4.78,4.87,4.82,4.95,4.4
4461901,"Stylish Downtown Studio in the SouthEnd, #8",22348222,99%,156,South End,42.34447,-71.07644,Entire rental unit,Entire home/apt,2,1,1,1,$275.00 ,29,1125,4.56,4.76,4.79,4.84,4.79,4.92,4.43
4500409,"Stylish Studio in Back Bay, on Newbury St; #1",22348222,99%,156,Back Bay,42.34982,-71.08264,Entire rental unit,Entire home/apt,2,1,0,1,$295.00 ,29,1124,4.6,4.75,4.78,4.91,4.84,4.96,4.52
4555637,AKBrownstone: Loft rooftop views by T,11228809,97%,14,Roxbury,42.32965,-71.0932,Private room in townhouse,Private room,1,1,1,1,$101.00 ,2,110,4.93,4.93,4.97,4.98,4.98,4.69,4.77
4560053,Fort Hill Inn Historic Beauty! Minutes to Center!,8229,99%,14,Roxbury,42.32397,-71.09085,Entire rental unit,Entire home/apt,8,1.5,3,4,$315.00 ,3,90,4.73,4.86,4.82,4.88,4.83,4.33,4.76
4566095,"The Upton South End, The Copley Suite",5430185,97%,8,South End,42.34301,-71.07304,Entire rental unit,Entire home/apt,2,1,1,1,$256.00 ,120,365,4.83,4.96,4.96,4.87,4.87,4.96,4.78
4568116,AKBrownstone: cozy private studio by T,11228809,97%,14,Roxbury,42.32967,-71.09328,Entire rental unit,Entire home/apt,3,1,0,2,$148.00 ,2,64,4.9,4.91,4.98,4.95,4.96,4.66,4.75
